mm_Lead__c,mm_Contact__c,mm_Stage__c,mm_Start_Date__c,Lead_Contact_Source__c,CreatedDate
,,Closed,10/3/2024,,2024-10-03T16:44:34.000+0000
,,Closed,10/3/2024,,2024-10-03T16:44:48.000+0000
,,Closed,10/3/2024,,2024-10-03T16:44:58.000+0000
,,Closed,10/3/2024,,2024-10-03T16:45:09.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T16:48:21.000+0000
,,Closed,10/3/2024,,2024-10-03T16:51:08.000+0000
,,Contract Review,10/3/2024,,2024-10-03T16:51:25.000+0000
,,Escalated,10/3/2024,,2024-10-03T16:56:16.000+0000
,,Contract Review,10/3/2024,,2024-10-03T17:00:03.000+0000
,,Sales Review,10/3/2024,,2024-10-03T17:00:04.000+0000
,,In Progress,10/3/2024,,2024-10-03T17:00:29.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T17:00:45.000+0000
00QV500000Agg57MAB,,Suspect,10/3/2024,Google Ad - SEM,2024-10-03T17:01:16.000+0000
,,Open,10/3/2024,,2024-10-03T17:04:10.000+0000
,,Open,10/3/2024,,2024-10-03T17:11:39.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:15:25.000+0000
,,Escalated,10/3/2024,,2024-10-03T17:21:16.000+0000
,,Open,10/3/2024,,2024-10-03T17:28:41.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:28:46.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:30:18.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:31:21.000+0000
,003V500000CsmokIAB,,10/3/2024,webhelp-access-requested,2024-10-03T17:32:32.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:32:33.000+0000
00QV5000006N5c8MAC,,Qualified,10/3/2024,webhelp-access-requested,2024-10-03T17:32:34.000+0000
,,Escalated,10/3/2024,,2024-10-03T17:39:45.000+0000
,,Evaluation,10/3/2024,,2024-10-03T17:41:15.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T17:42:11.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T17:45:07.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T17:46:33.000+0000
,,Closed,10/3/2024,,2024-10-03T17:47:55.000+0000
,,Completed,10/3/2024,,2024-10-03T17:52:36.000+0000
,,In Progress,10/3/2024,,2024-10-03T17:58:06.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T17:59:38.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:00:36.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:01:10.000+0000
,,Open,10/3/2024,,2024-10-03T18:03:02.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:06:10.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T18:06:12.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:07:20.000+0000
,,Scheduled,10/3/2024,,2024-10-03T18:09:50.000+0000
,,Closed,10/3/2024,,2024-10-03T18:11:17.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T18:11:24.000+0000
,,Closed,10/3/2024,,2024-10-03T18:12:34.000+0000
,,In Progress,10/3/2024,,2024-10-03T18:17:31.000+0000
,,Evaluation,10/3/2024,,2024-10-03T18:17:50.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T18:18:02.000+0000
,,Open,10/3/2024,,2024-10-03T18:31:38.000+0000
,,Closed,10/3/2024,,2024-10-03T18:32:48.000+0000
,,Completed,10/3/2024,,2024-10-03T18:37:25.000+0000
,,Completed,10/3/2024,,2024-10-03T18:38:11.000+0000
,,Open,10/3/2024,,2024-10-03T18:42:07.000+0000
,,Evaluation,10/3/2024,,2024-10-03T18:42:40.000+0000
,,Closed,10/3/2024,,2024-10-03T18:43:39.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:47:57.000+0000
,,Escalated,10/3/2024,,2024-10-03T18:50:45.000+0000
,,Closed,10/3/2024,,2024-10-03T18:51:01.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:52:38.000+0000
,,Customer Response,10/3/2024,,2024-10-03T18:53:36.000+0000
,,Open,10/3/2024,,2024-10-03T18:54:41.000+0000
00QV500000Ah2DIMAZ,,Suspect,10/3/2024,Website,2024-10-03T19:00:50.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T19:04:15.000+0000
,,Open,10/3/2024,,2024-10-03T19:13:26.000+0000
,,Escalated,10/3/2024,,2024-10-03T19:15:15.000+0000
,,Escalated,10/3/2024,,2024-10-03T19:21:45.000+0000
,,Open,10/3/2024,,2024-10-03T19:27:45.000+0000
,,Closed,10/3/2024,,2024-10-03T19:30:13.000+0000
00QV500000AhGa2MAF,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T19:32:05.000+0000
,,Open,10/3/2024,,2024-10-03T19:35:12.000+0000
,,In Progress,10/3/2024,,2024-10-03T19:38:01.000+0000
00QV500000AhKlhMAF,,Suspect,10/3/2024,WebHelp Registration,2024-10-03T19:39:21.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T19:41:57.000+0000
,,Open,10/3/2024,,2024-10-03T19:44:34.000+0000
,,Closed,10/3/2024,,2024-10-03T19:55:21.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T20:06:32.000+0000
,,Closed,10/3/2024,,2024-10-03T20:09:20.000+0000
,,Closed,10/3/2024,,2024-10-03T20:09:56.000+0000
,,Open,10/3/2024,,2024-10-03T20:15:31.000+0000
,,Closed,10/3/2024,,2024-10-03T20:17:06.000+0000
,,Closed,10/3/2024,,2024-10-03T20:47:08.000+0000
,,Evaluation,10/3/2024,,2024-10-03T20:47:37.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T21:05:18.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T21:11:19.000+0000
,,Evaluation,10/3/2024,,2024-10-03T21:13:18.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T21:15:41.000+0000
,,Closed,10/3/2024,,2024-10-03T21:44:08.000+0000
,,Evaluation,10/3/2024,,2024-10-03T21:53:06.000+0000
,,Completed,10/3/2024,,2024-10-03T22:01:07.000+0000
,,Open,10/3/2024,,2024-10-03T22:01:54.000+0000
,,Closed,10/3/2024,,2024-10-03T22:04:54.000+0000
00QV500000AhoqDMAR,,Suspect,10/3/2024,Website,2024-10-03T22:15:50.000+0000
00QV500000AhoIMMAZ,,Suspect,10/3/2024,Website,2024-10-03T22:16:53.000+0000
00QV500000AhobiMAB,,Suspect,10/3/2024,Website,2024-10-03T22:17:56.000+0000
00QV5000006N7tdMAC,,MQL,10/3/2024,Webinar,2024-10-03T22:22:36.000+0000
,,Evaluation,10/3/2024,,2024-10-03T22:25:51.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T22:58:53.000+0000
,,Customer Response,10/3/2024,,2024-10-03T23:10:29.000+0000
,,Closed,10/3/2024,,2024-10-03T23:16:50.000+0000
,,Closed,10/3/2024,,2024-10-03T23:17:06.000+0000
,,Open,10/3/2024,,2024-10-03T23:17:30.000+0000
,,Closed,10/3/2024,,2024-10-03T23:28:47.000+0000
,,Open,10/3/2024,,2024-10-03T23:42:55.000+0000
,,Closed,10/3/2024,,2024-10-03T23:54:33.000+0000
,,Closed,10/3/2024,,2024-10-04T00:11:47.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-04T00:26:30.000+0000
,,Evaluation,10/3/2024,,2024-10-04T00:27:21.000+0000
,,Closed,10/3/2024,,2024-10-04T00:30:28.000+0000
,,Closed,10/3/2024,,2024-10-04T00:31:36.000+0000
,,Open,10/3/2024,,2024-10-04T01:11:02.000+0000
,,Open,10/3/2024,,2024-10-04T01:28:37.000+0000
,,Closed,10/3/2024,,2024-10-04T01:43:09.000+0000
,,Open,10/3/2024,,2024-10-04T01:48:40.000+0000
,,Closed,10/3/2024,,2024-10-04T01:53:17.000+0000
,,Open,10/3/2024,,2024-10-04T01:58:36.000+0000
,,Closed,10/3/2024,,2024-10-04T02:03:31.000+0000
,,Open,10/3/2024,,2024-10-04T02:15:32.000+0000
,,Closed,10/3/2024,,2024-10-04T02:24:33.000+0000
,,Closed,10/3/2024,,2024-10-04T02:29:55.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-04T02:32:58.000+0000
,,Evaluation,10/3/2024,,2024-10-04T02:35:16.000+0000
,,Scheduled,10/3/2024,,2024-10-04T02:37:47.000+0000
,,Closed,10/3/2024,,2024-10-04T02:41:28.000+0000
,,Closed,10/3/2024,,2024-10-04T02:42:59.000+0000
,,Open,10/3/2024,,2024-10-04T02:47:35.000+0000
,,Closed,10/3/2024,,2024-10-04T03:02:25.000+0000
,,Open,10/3/2024,,2024-10-04T03:02:33.000+0000
,,Closed,10/3/2024,,2024-10-04T03:03:33.000+0000
,,Closed,10/3/2024,,2024-10-04T03:16:39.000+0000
,,Closed,10/3/2024,,2024-10-04T03:50:23.000+0000
,,Customer Response,10/3/2024,,2024-10-04T03:54:16.000+0000
,,Closed,10/3/2024,,2024-10-04T03:54:17.000+0000
,,Closed,10/3/2024,,2024-10-04T03:58:10.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T04:01:02.000+0000
,,Closed,10/4/2024,,2024-10-04T04:01:45.000+0000
,,Open,10/3/2024,,2024-10-04T04:04:32.000+0000
,,Open,10/3/2024,,2024-10-04T04:13:03.000+0000
,,Open,10/3/2024,,2024-10-04T04:17:45.000+0000
,,Open,10/3/2024,,2024-10-04T04:18:10.000+0000
,,Open,10/3/2024,,2024-10-04T04:20:44.000+0000
,,Open,10/3/2024,,2024-10-04T04:21:00.000+0000
,,Closed,10/4/2024,,2024-10-04T04:52:54.000+0000
,,Closed,10/4/2024,,2024-10-04T04:53:11.000+0000
,,Closed,10/4/2024,,2024-10-04T04:54:04.000+0000
,,Closed,10/4/2024,,2024-10-04T04:55:32.000+0000
,,Closed,10/4/2024,,2024-10-04T04:56:41.000+0000
,,Closed,10/4/2024,,2024-10-04T04:57:46.000+0000
,,Closed,10/4/2024,,2024-10-04T04:58:38.000+0000
,,Closed,10/4/2024,,2024-10-04T04:59:00.000+0000
00QV500000Aig4FMAR,,Suspect,10/3/2024,Website,2024-10-04T06:33:03.000+0000
,,Closed,10/4/2024,,2024-10-04T08:09:07.000+0000
,,Closed,10/4/2024,,2024-10-04T08:10:23.000+0000
,,Customer Response,10/4/2024,,2024-10-04T08:29:42.000+0000
00QV500000Aj6DBMAZ,,Suspect,10/4/2024,6sense SI,2024-10-04T08:54:54.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T09:31:54.000+0000
,,Closed,10/4/2024,,2024-10-04T09:32:15.000+0000
00QV500000AjBKwMAN,,Suspect,10/4/2024,Linkedin Sales Navigator,2024-10-04T09:46:42.000+0000
,,Customer Response,10/4/2024,,2024-10-04T10:33:42.000+0000
00QV500000AjBjAMAV,,Suspect,10/4/2024,6sense SI,2024-10-04T10:38:25.000+0000
00QV500000AjAqJMAV,,Suspect,10/4/2024,Linkedin Sales Navigator,2024-10-04T10:40:22.000+0000
00QV500000AjDg8MAF,,Suspect,10/4/2024,Linkedin Sales Navigator,2024-10-04T10:42:25.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T10:58:02.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T11:06:02.000+0000
,,Evaluation,10/4/2024,,2024-10-04T11:17:36.000+0000
,,Open,10/4/2024,,2024-10-04T11:59:12.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:00:12.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:00:33.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:04:13.000+0000
,,Open,10/4/2024,,2024-10-04T12:07:42.000+0000
,,Open,10/4/2024,,2024-10-04T12:07:43.000+0000
,,Customer Response,10/4/2024,,2024-10-04T12:18:15.000+0000
,,Escalated,10/4/2024,,2024-10-04T12:23:31.000+0000
,,Customer Response,10/4/2024,,2024-10-04T12:24:19.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:39:38.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:44:45.000+0000
,,Open,10/4/2024,,2024-10-04T12:46:38.000+0000
,,Evaluation,10/4/2024,,2024-10-04T12:56:38.000+0000
,,Closed,10/4/2024,,2024-10-04T13:00:22.000+0000
,,Evaluation,10/4/2024,,2024-10-04T13:02:54.000+0000
,,Closed,10/4/2024,,2024-10-04T13:04:21.000+0000
,,Closed,10/4/2024,,2024-10-04T13:06:34.000+0000
,,Completed,10/4/2024,,2024-10-04T13:10:33.000+0000
,,Closed,10/4/2024,,2024-10-04T13:11:39.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T13:13:20.000+0000
,,Evaluation,10/4/2024,,2024-10-04T13:13:28.000+0000
,,Customer Response,10/4/2024,,2024-10-04T13:13:35.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T13:15:11.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T13:16:39.000+0000
,,In Progress,10/4/2024,,2024-10-04T13:29:19.000+0000
,,Open,10/4/2024,,2024-10-04T13:31:49.000+0000
,,Open,10/4/2024,,2024-10-04T13:32:33.000+0000
,,Open,10/4/2024,,2024-10-04T13:34:35.000+0000
,,Open,10/4/2024,,2024-10-04T13:36:17.000+0000
,,Evaluation,10/4/2024,,2024-10-04T13:39:24.000+0000
,,Closed,10/4/2024,,2024-10-04T13:40:15.000+0000
,,Open,10/4/2024,,2024-10-04T13:43:11.000+0000
,003V50000067UJPIA2,Qualified,10/4/2024,Linkedin Sales Navigator,2024-10-04T13:45:25.000+0000
,,Closed,10/4/2024,,2024-10-04T13:47:36.000+0000
,,Closed,10/4/2024,,2024-10-04T13:48:39.000+0000
,003V50000067fytIAA,MQL,10/4/2024,Event,2024-10-04T13:50:16.000+0000
,,Closed,10/4/2024,,2024-10-04T13:52:18.000+0000
,,Customer Response,10/4/2024,,2024-10-04T13:55:19.000+0000
00QV500000AjntFMAR,,Suspect,10/4/2024,Linkedin Sales Navigator,2024-10-04T13:57:44.000+0000
,,Open,10/4/2024,,2024-10-04T14:00:52.000+0000
,,Open,10/4/2024,,2024-10-04T14:03:34.000+0000
,,Open,10/4/2024,,2024-10-04T14:04:33.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T14:06:03.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T14:10:39.000+0000
,,Customer Response,10/4/2024,,2024-10-04T14:12:15.000+0000
,,Customer Response,10/4/2024,,2024-10-04T14:13:32.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T14:14:20.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T14:15:20.000+0000
,003V50000067djuIAA,MQL,10/4/2024,Web Site,2024-10-04T14:18:14.000+0000
,,Escalated,10/4/2024,,2024-10-04T14:23:00.000+0000
,,Evaluation,10/4/2024,,2024-10-04T14:24:09.000+0000
,,Evaluation,10/4/2024,,2024-10-04T14:24:16.000+0000
,,Evaluation,10/4/2024,,2024-10-04T14:24:58.000+0000
,,Open,10/4/2024,,2024-10-04T14:27:13.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T14:27:51.000+0000
,,Open,10/4/2024,,2024-10-04T14:28:49.000+0000
,,Customer Response,10/4/2024,,2024-10-04T14:30:47.000+0000
,,Open,10/4/2024,,2024-10-04T14:31:39.000+0000
,,Evaluation,10/4/2024,,2024-10-04T14:32:58.000+0000
,,Evaluation,10/4/2024,,2024-10-04T14:37:08.000+0000
,,Closed,10/4/2024,,2024-10-04T14:38:24.000+0000
,,Open,10/4/2024,,2024-10-04T14:53:52.000+0000
,,Open,10/4/2024,,2024-10-04T14:55:17.000+0000
,,Evaluation,10/4/2024,,2024-10-04T15:00:24.000+0000
,,Evaluation,10/4/2024,,2024-10-04T15:01:36.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T15:03:21.000+0000
,,Open,10/4/2024,,2024-10-04T15:04:24.000+0000
,,Closed,10/4/2024,,2024-10-04T15:08:21.000+0000
,,Open,10/4/2024,,2024-10-04T15:08:58.000+0000
,,Evaluation,10/4/2024,,2024-10-04T15:12:59.000+0000
,,Open,10/4/2024,,2024-10-04T15:30:49.000+0000
,,Completed,10/4/2024,,2024-10-04T15:43:11.000+0000
,003V50000067djvIAA,Prospect,10/4/2024,Events,2024-10-04T15:44:04.000+0000
00QV500000Ak9KHMAZ,,Suspect,10/4/2024,Website,2024-10-04T15:51:38.000+0000
,,Evaluation,10/4/2024,,2024-10-04T15:59:06.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T15:59:48.000+0000
,,Pending Customer Verification,10/4/2024,,2024-10-04T16:00:04.000+0000
,,Closed,10/4/2024,,2024-10-04T16:02:22.000+0000
,,Closed,10/4/2024,,2024-10-04T16:13:11.000+0000
,,Customer Response,10/4/2024,,2024-10-04T16:20:07.000+0000
,,Qualified,10/4/2024,,2024-10-04T16:26:05.000+0000
,,Qualified,10/4/2024,,2024-10-04T16:26:05.000+0000
,,Qualified,10/4/2024,,2024-10-04T16:26:05.000+0000
,,Escalated,10/4/2024,,2024-10-04T16:34:11.000+0000
,003V500000675QeIAI,Qualified,10/4/2024,Web Site,2024-10-04T16:37:03.000+0000
,003V500000680GFIAY,Qualified,10/4/2024,Event,2024-10-04T16:37:03.000+0000
,003V5000006856xIAA,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T16:37:03.000+0000
,,Closed,10/4/2024,,2024-10-04T16:43:35.000+0000
,,Open,10/4/2024,,2024-10-04T16:56:32.000+0000
,,Awaiting Customer,10/4/2024,,2024-10-04T17:03:01.000+0000
,,Closed,10/4/2024,,2024-10-04T17:13:43.000+0000
,,Open,10/4/2024,,2024-10-04T17:16:26.000+0000
,,Customer Response,10/4/2024,,2024-10-04T17:20:26.000+0000
,,Customer Response,10/4/2024,,2024-10-04T17:25:16.000+0000
,,Completed,10/4/2024,,2024-10-04T17:26:35.000+0000
,003V50000066zpbIAA,Qualified,10/4/2024,Sales,2024-10-04T17:29:39.000+0000
,003V50000066zpcIAA,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000066zq2IAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000675eGIAQ,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:39.000+0000
,003V50000067DP2IAM,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:39.000+0000
,003V50000067DP5IAM,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067DPAIA2,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067DPBIA2,Qualified,10/4/2024,Website Lead - Netline,2024-10-04T17:29:39.000+0000
,003V50000067DPCIA2,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067DPDIA2,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V50000067DPEIA2,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067DPFIA2,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067DPGIA2,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067DPHIA2,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067DPPIA2,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067EnJIAU,Qualified,10/4/2024,Sales,2024-10-04T17:29:39.000+0000
,003V50000067HpjIAE,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:39.000+0000
,003V50000067JygIAE,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067K49IAE,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:39.000+0000
,003V50000067KBmIAM,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067KD8IAM,Qualified,10/4/2024,Pardot Email,2024-10-04T17:29:39.000+0000
,003V50000067M7GIAU,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V50000067M7MIAU,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067OobIAE,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:39.000+0000
,003V50000067OzCIAU,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V50000067UstIAE,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V50000067XNeIAM,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V50000067XOFIA2,Qualified,10/4/2024,Sales Initiated,2024-10-04T17:29:39.000+0000
,003V50000067XOmIAM,Qualified,10/4/2024,Partner,2024-10-04T17:29:39.000+0000
,003V50000067Y4lIAE,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067Y4mIAE,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067Y4oIAE,Qualified,10/4/2024,Zoominfo,2024-10-04T17:29:39.000+0000
,003V50000067Y4qIAE,Qualified,10/4/2024,DiscoverOrg,2024-10-04T17:29:39.000+0000
,003V50000067Y4xIAE,Qualified,10/4/2024,Zoominfo,2024-10-04T17:29:39.000+0000
,003V50000067YKKIA2,Qualified,10/4/2024,Purchased List,2024-10-04T17:29:39.000+0000
,003V50000067YPhIAM,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067YPsIAM,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V50000067c3oIAA,Qualified,10/4/2024,Event,2024-10-04T17:29:39.000+0000
,003V50000067c48IAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067c4BIAQ,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:39.000+0000
,003V50000067dwqIAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067eP5IAI,Qualified,10/4/2024,Webinar,2024-10-04T17:29:39.000+0000
,003V50000067eYuIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067eYvIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067gWEIAY,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067gWlIAI,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V50000067gWpIAI,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V50000067ik8IAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067ofqIAA,Qualified,10/4/2024,Zoominfo,2024-10-04T17:29:39.000+0000
,003V50000067pYtIAI,Qualified,10/4/2024,Zoominfo,2024-10-04T17:29:39.000+0000
,003V50000067pYuIAI,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V50000067pYvIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067pYwIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067pYxIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067pYyIAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067reZIAQ,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067reqIAA,Qualified,10/4/2024,wistia,2024-10-04T17:29:39.000+0000
,003V50000067rewIAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067rexIAA,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V50000067rf2IAA,Qualified,10/4/2024,Zoominfo,2024-10-04T17:29:39.000+0000
,003V500000680G7IAI,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V500000681Y7IAI,Qualified,10/4/2024,Events,2024-10-04T17:29:39.000+0000
,003V500000681g3IAA,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V500000684X6IAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000684X8IAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000684X9IAI,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000684XAIAY,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000684XBIAY,Qualified,10/4/2024,Web Site,2024-10-04T17:29:39.000+0000
,003V500000684XCIAY,Qualified,10/4/2024,,2024-10-04T17:29:39.000+0000
,003V500000684XDIAY,Qualified,10/4/2024,pardot,2024-10-04T17:29:39.000+0000
,003V5000008gSwkIAE,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:39.000+0000
,003V500000C0ejOIAR,Qualified,10/4/2024,Sales,2024-10-04T17:29:39.000+0000
,003V500000CoDuTIAV,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:39.000+0000
,003V50000066tV6IAI,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:41.000+0000
,003V50000066tV8IAI,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V50000066tV9IAI,Qualified,10/4/2024,Pardot Email,2024-10-04T17:29:41.000+0000
,003V50000066tVCIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V50000066tVDIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V50000066tVEIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V50000066tVFIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V50000066tVGIAY,Qualified,10/4/2024,account-engagement,2024-10-04T17:29:41.000+0000
,003V50000066tVPIAY,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:41.000+0000
,003V50000066x6bIAA,Qualified,10/4/2024,Event,2024-10-04T17:29:41.000+0000
,003V50000066x6dIAA,Qualified,10/4/2024,Webinar,2024-10-04T17:29:41.000+0000
,003V50000066zatIAA,Qualified,10/4/2024,Webinar,2024-10-04T17:29:41.000+0000
,003V5000006750PIAQ,Qualified,10/4/2024,Event,2024-10-04T17:29:41.000+0000
,003V500000675Q4IAI,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675Q5IAI,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675Q9IAI,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675QBIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675QCIAY,Qualified,10/4/2024,Email,2024-10-04T17:29:41.000+0000
,003V500000675QDIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675QNIAY,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000675QbIAI,Qualified,10/4/2024,Email,2024-10-04T17:29:41.000+0000
,003V500000676tSIAQ,Qualified,10/4/2024,,2024-10-04T17:29:41.000+0000
,003V500000676tTIAQ,Qualified,10/4/2024,Web Site,2024-10-04T17:29:41.000+0000
,003V500000679GlIAI,Qualified,10/4/2024,Webinar,2024-10-04T17:29:41.000+0000
,003V50000067DhvIAE,Qualified,10/4/2024,Events,2024-10-04T17:29:41.000+0000
,003V50000067Gt4IAE,Qualified,10/4/2024,WebHelp Registration,2024-10-04T17:29:41.000+0000
,003V50000067ON3IAM,Qualified,10/4/2024,Webinar,2024-10-04T17:29:41.000+0000
,003V50000067OS3IAM,Qualified,10/4/2024,Web Site,2024-10-04T17:29:41.000+0000
,003V50000067OSMIA2,Qualified,10/4/2024,Email,2024-10-04T17:29:41.000+0000
,003V50000067OSZIA2,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:41.000+0000
,003V50000067OSbIAM,Qualified,10/4/2024,Event,2024-10-04T17:29:41.000+0000
,003V50000067OT2IAM,Qualified,10/4/2024,webhelp-access-requested,2024-10-04T17:29:41.000+0000
,003V50000067TUeIAM,Qualified,10/4/2024,Marketing Research,2024-10-04T17:29:41.000+0000
