mm_Lead__c,mm_Contact__c,mm_Stage__c,mm_Start_Date__c,Lead_Contact_Source__c,CreatedDate
,,Draft,10/2/2024,,2024-10-02T15:15:19.000+0000
,,Closed,10/2/2024,,2024-10-02T15:20:53.000+0000
,,Escalated,10/2/2024,,2024-10-02T15:27:05.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T15:27:57.000+0000
,,Customer Response,10/2/2024,,2024-10-02T15:29:59.000+0000
,,Open,10/2/2024,,2024-10-02T15:31:46.000+0000
,,Closed,10/2/2024,,2024-10-02T15:33:26.000+0000
,,Closed,10/2/2024,,2024-10-02T15:34:17.000+0000
,,Draft,10/2/2024,,2024-10-02T15:35:53.000+0000
,003V500000CoLvMIAV,,10/2/2024,Sales,2024-10-02T15:37:12.000+0000
,,Draft,10/2/2024,,2024-10-02T15:37:57.000+0000
,003V500000CoFONIA3,,10/2/2024,Sales,2024-10-02T15:39:31.000+0000
,,On Hold,10/2/2024,,2024-10-02T15:42:01.000+0000
,,Open,10/2/2024,,2024-10-02T15:48:02.000+0000
,,Open,10/2/2024,,2024-10-02T15:50:41.000+0000
,,In Progress,10/2/2024,,2024-10-02T15:56:15.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T15:56:45.000+0000
,,Escalated,10/2/2024,,2024-10-02T15:58:46.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T15:59:00.000+0000
,,Open,10/2/2024,,2024-10-02T16:03:21.000+0000
,,Open,10/2/2024,,2024-10-02T16:04:42.000+0000
00QV500000AcqJQMAZ,,Suspect,10/2/2024,Website,2024-10-02T16:05:23.000+0000
,,Open,10/2/2024,,2024-10-02T16:06:33.000+0000
,,Customer Response,10/2/2024,,2024-10-02T16:07:24.000+0000
,,In Progress,10/2/2024,,2024-10-02T16:07:40.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T16:07:55.000+0000
,,Closed,10/2/2024,,2024-10-02T16:08:39.000+0000
,,Closed,10/2/2024,,2024-10-02T16:09:56.000+0000
,,Evaluation,10/2/2024,,2024-10-02T16:11:53.000+0000
,,Completed,10/2/2024,,2024-10-02T16:14:13.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T16:15:34.000+0000
00QV500000Ad4qnMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T16:16:27.000+0000
,,Customer Response,10/2/2024,,2024-10-02T16:20:51.000+0000
,,Open,10/2/2024,,2024-10-02T16:21:09.000+0000
,,Open,10/2/2024,,2024-10-02T16:21:17.000+0000
,,Evaluation,10/2/2024,,2024-10-02T16:21:19.000+0000
00QV500000AcxqwMAB,,Suspect,10/2/2024,Website,2024-10-02T16:24:19.000+0000
,,Closed,10/2/2024,,2024-10-02T16:29:59.000+0000
,,Closed,10/2/2024,,2024-10-02T16:34:55.000+0000
,,Evaluation,10/2/2024,,2024-10-02T16:36:33.000+0000
,,Evaluation,10/2/2024,,2024-10-02T16:45:16.000+0000
,,Closed,10/2/2024,,2024-10-02T16:49:06.000+0000
,,Evaluation,10/2/2024,,2024-10-02T16:50:40.000+0000
,,Closed,10/2/2024,,2024-10-02T16:55:04.000+0000
00QV500000AdCBdMAN,,Suspect,10/2/2024,6sense SI,2024-10-02T17:02:09.000+0000
,,Customer Response,10/2/2024,,2024-10-02T17:02:42.000+0000
00QV500000AdD2rMAF,,Suspect,10/2/2024,Linkedin Sales Navigator,2024-10-02T17:05:56.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T17:07:23.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:11:19.000+0000
,,Closed,10/2/2024,,2024-10-02T17:12:48.000+0000
,,Scheduled,10/2/2024,,2024-10-02T17:13:20.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T17:15:46.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:16:04.000+0000
,,Open,10/2/2024,,2024-10-02T17:16:35.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T17:17:30.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:21:02.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:21:29.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T17:27:23.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T17:38:51.000+0000
,,Customer Response,10/2/2024,,2024-10-02T17:39:24.000+0000
,,Open,10/2/2024,,2024-10-02T17:41:53.000+0000
,,Customer Response,10/2/2024,,2024-10-02T17:42:33.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:43:51.000+0000
,,Evaluation,10/2/2024,,2024-10-02T17:45:14.000+0000
,,Escalated,10/2/2024,,2024-10-02T17:50:43.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T17:54:37.000+0000
00QV500000AdM2wMAF,,Suspect,10/2/2024,LinkedIn Ad,2024-10-02T18:01:23.000+0000
,,Customer Response,10/2/2024,,2024-10-02T18:03:11.000+0000
,,In Progress,10/2/2024,,2024-10-02T18:05:41.000+0000
00QV500000AdMZDMA3,,Suspect,10/2/2024,6sense SI,2024-10-02T18:07:25.000+0000
,,Open,10/2/2024,,2024-10-02T18:15:13.000+0000
,,Escalated,10/2/2024,,2024-10-02T18:21:14.000+0000
,,Escalated,10/2/2024,,2024-10-02T18:21:51.000+0000
,,Open,10/2/2024,,2024-10-02T18:21:56.000+0000
00QV500000AdEv2MAF,,Suspect,10/2/2024,6sense SI,2024-10-02T18:23:29.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T18:24:08.000+0000
00QV500000AdLusMAF,,Suspect,10/2/2024,Website,2024-10-02T18:24:43.000+0000
,,Customer Response,10/2/2024,,2024-10-02T18:26:00.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T18:26:38.000+0000
,,Customer Response,10/2/2024,,2024-10-02T18:29:46.000+0000
,,Customer Response,10/2/2024,,2024-10-02T18:30:03.000+0000
,,Closed,10/2/2024,,2024-10-02T18:30:13.000+0000
,,Evaluation,10/2/2024,,2024-10-02T18:30:17.000+0000
,,Closed,10/2/2024,,2024-10-02T18:30:45.000+0000
,,Closed,10/2/2024,,2024-10-02T18:31:24.000+0000
,,Customer Response,10/2/2024,,2024-10-02T18:31:25.000+0000
,,Closed,10/2/2024,,2024-10-02T18:31:53.000+0000
00QV500000AdTHLMA3,,Suspect,10/2/2024,6sense SI,2024-10-02T18:32:26.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T18:33:44.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T18:42:48.000+0000
,,Open,10/2/2024,,2024-10-02T18:48:23.000+0000
,,Customer Response,10/2/2024,,2024-10-02T19:00:36.000+0000
,,Escalated,10/2/2024,,2024-10-02T19:07:06.000+0000
,,Open,10/2/2024,,2024-10-02T19:12:42.000+0000
,,Evaluation,10/2/2024,,2024-10-02T19:16:43.000+0000
,,Closed,10/2/2024,,2024-10-02T19:18:19.000+0000
00QV500000AdgXtMAJ,,Suspect,10/2/2024,6sense SI,2024-10-02T19:21:31.000+0000
,,Completed,10/2/2024,,2024-10-02T19:22:21.000+0000
,,Open,10/2/2024,,2024-10-02T19:25:50.000+0000
00QV500000AdhYnMAJ,,Suspect,10/2/2024,6sense SI,2024-10-02T19:26:10.000+0000
,,In Progress,10/2/2024,,2024-10-02T19:26:15.000+0000
,,Escalated,10/2/2024,,2024-10-02T19:30:48.000+0000
,,Evaluation,10/2/2024,,2024-10-02T19:35:38.000+0000
,,Customer Response,10/2/2024,,2024-10-02T19:40:04.000+0000
,,Evaluation,10/2/2024,,2024-10-02T19:43:20.000+0000
,,Customer Response,10/2/2024,,2024-10-02T19:47:41.000+0000
,,Open,10/2/2024,,2024-10-02T19:53:04.000+0000
,,Customer Response,10/2/2024,,2024-10-02T19:53:08.000+0000
,,Evaluation,10/2/2024,,2024-10-02T19:53:43.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T19:53:50.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T19:55:26.000+0000
00QV500000Adnr7MAB,,Suspect,10/2/2024,6sense SI,2024-10-02T19:57:24.000+0000
00QV500000AdepUMAR,,Suspect,10/2/2024,6sense SI,2024-10-02T19:59:38.000+0000
,,Open,10/2/2024,,2024-10-02T20:00:32.000+0000
00QV500000AdoIXMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:00:40.000+0000
,,Open,10/2/2024,,2024-10-02T20:02:31.000+0000
,,Open,10/2/2024,,2024-10-02T20:02:48.000+0000
00QV500000AdnHeMAJ,,Suspect,10/2/2024,Website,2024-10-02T20:03:06.000+0000
,,Open,10/2/2024,,2024-10-02T20:06:31.000+0000
,,Open,10/2/2024,,2024-10-02T20:06:32.000+0000
,,Closed,10/2/2024,,2024-10-02T20:06:43.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:10:01.000+0000
,,Closed,10/2/2024,,2024-10-02T20:11:24.000+0000
,,Closed,10/2/2024,,2024-10-02T20:11:43.000+0000
,,Closed,10/2/2024,,2024-10-02T20:11:58.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:13:23.000+0000
00QV500000AdrTJMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:13:23.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T20:16:46.000+0000
00QV500000AdsNlMAJ,,Suspect,10/2/2024,Website,2024-10-02T20:17:31.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:18:21.000+0000
00QV500000Adt3hMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:19:40.000+0000
00QV500000AdoteMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:20:51.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T20:22:42.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T20:23:02.000+0000
00QV500000AdoFLMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:25:24.000+0000
,,Open,10/2/2024,,2024-10-02T20:25:37.000+0000
00QV500000AduPZMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:26:22.000+0000
,,Suspect,10/2/2024,,2024-10-02T20:27:52.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:28:00.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:29:03.000+0000
,,Customer Response,10/2/2024,,2024-10-02T20:30:19.000+0000
,,Open,10/2/2024,,2024-10-02T20:30:37.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:31:16.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T20:32:16.000+0000
,,Closed,10/2/2024,,2024-10-02T20:33:12.000+0000
00QV500000AdcfdMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:34:52.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:36:09.000+0000
00QV500000AdsHKMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:37:22.000+0000
,,Closed,10/2/2024,,2024-10-02T20:42:10.000+0000
00QV500000AdtDOMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:42:41.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:45:33.000+0000
,,Suspect,10/2/2024,,2024-10-02T20:45:50.000+0000
00QV500000Adv3uMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:46:44.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:47:16.000+0000
,,Customer Response,10/2/2024,,2024-10-02T20:49:12.000+0000
00QV500000AdvogMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:49:46.000+0000
00QV500000Adyg5MAB,,Suspect,10/2/2024,6sense SI,2024-10-02T20:50:28.000+0000
,,Open,10/2/2024,,2024-10-02T20:50:41.000+0000
,,Customer Response,10/2/2024,,2024-10-02T20:53:27.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:55:02.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:55:19.000+0000
00QV500000AdrLHMAZ,,Suspect,10/2/2024,6sense SI,2024-10-02T20:55:29.000+0000
,,Evaluation,10/2/2024,,2024-10-02T20:55:52.000+0000
,,Escalated,10/2/2024,,2024-10-02T20:56:16.000+0000
,,Closed,10/2/2024,,2024-10-02T20:58:28.000+0000
00QV500000Ae0JhMAJ,,Suspect,10/2/2024,6sense SI,2024-10-02T21:00:32.000+0000
,,Suspect,10/2/2024,,2024-10-02T21:01:09.000+0000
,,Suspect,10/2/2024,,2024-10-02T21:01:56.000+0000
00QV500000AdnklMAB,,Suspect,10/2/2024,6sense SI,2024-10-02T21:02:41.000+0000
,,Open,10/2/2024,,2024-10-02T21:03:05.000+0000
,,Suspect,10/2/2024,,2024-10-02T21:03:47.000+0000
,,Open,10/2/2024,,2024-10-02T21:07:09.000+0000
,,Evaluation,10/2/2024,,2024-10-02T21:10:23.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T21:12:00.000+0000
,,Escalated,10/2/2024,,2024-10-02T21:13:24.000+0000
,,Closed,10/2/2024,,2024-10-02T21:13:44.000+0000
,,Evaluation,10/2/2024,,2024-10-02T21:13:53.000+0000
,,Closed,10/2/2024,,2024-10-02T21:14:39.000+0000
,,Customer Response,10/2/2024,,2024-10-02T21:14:57.000+0000
,,Open,10/2/2024,,2024-10-02T21:18:21.000+0000
,,Customer Response,10/2/2024,,2024-10-02T21:18:33.000+0000
,,Evaluation,10/2/2024,,2024-10-02T21:19:39.000+0000
,,Evaluation,10/2/2024,,2024-10-02T21:20:24.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T21:23:00.000+0000
,,Closed,10/2/2024,,2024-10-02T21:32:29.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-02T21:33:40.000+0000
,,Customer Response,10/2/2024,,2024-10-02T21:44:36.000+0000
,,Evaluation,10/2/2024,,2024-10-02T21:54:28.000+0000
,,Customer Response,10/2/2024,,2024-10-02T22:05:48.000+0000
,,Evaluation,10/2/2024,,2024-10-02T22:08:17.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-02T22:21:57.000+0000
,,Evaluation,10/2/2024,,2024-10-02T22:51:52.000+0000
,,Closed,10/2/2024,,2024-10-02T23:01:06.000+0000
,,Escalated,10/2/2024,,2024-10-03T00:03:23.000+0000
,,Evaluation,10/2/2024,,2024-10-03T00:03:37.000+0000
,,Escalated,10/2/2024,,2024-10-03T00:03:51.000+0000
,,Closed,10/2/2024,,2024-10-03T00:09:10.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-03T00:20:45.000+0000
,,Open,10/2/2024,,2024-10-03T00:28:22.000+0000
,,Pending Customer Verification,10/2/2024,,2024-10-03T00:30:18.000+0000
00QV500000AeSXlMAN,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T00:32:18.000+0000
00QV500000AeXdpMAF,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T00:42:13.000+0000
,,Open,10/2/2024,,2024-10-03T00:59:35.000+0000
00QV500000AeRJwMAN,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T01:08:47.000+0000
,,Open,10/2/2024,,2024-10-03T01:10:27.000+0000
,,Open,10/2/2024,,2024-10-03T01:10:28.000+0000
,,Open,10/2/2024,,2024-10-03T01:10:28.000+0000
,,Open,10/2/2024,,2024-10-03T01:10:33.000+0000
00QV500000AeajmMAB,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T01:17:50.000+0000
00QV500000AeSW7MAN,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T01:27:20.000+0000
,,Closed,10/2/2024,,2024-10-03T01:51:55.000+0000
00QV500000AefczMAB,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T01:53:05.000+0000
,,Closed,10/2/2024,,2024-10-03T02:01:27.000+0000
,,Closed,10/2/2024,,2024-10-03T02:07:21.000+0000
,,Closed,10/2/2024,,2024-10-03T02:16:47.000+0000
,,Closed,10/2/2024,,2024-10-03T02:20:11.000+0000
,,Closed,10/2/2024,,2024-10-03T02:20:42.000+0000
,,Closed,10/2/2024,,2024-10-03T02:23:43.000+0000
,,Open,10/2/2024,,2024-10-03T02:35:04.000+0000
,,Open,10/2/2024,,2024-10-03T02:37:55.000+0000
,,Evaluation,10/2/2024,,2024-10-03T03:01:04.000+0000
,,Awaiting Customer,10/2/2024,,2024-10-03T03:13:39.000+0000
,,Evaluation,10/2/2024,,2024-10-03T03:14:50.000+0000
00QV500000Aemg7MAB,,Suspect,10/3/2024,LinkedIn Ad,2024-10-03T03:18:12.000+0000
,,Open,10/2/2024,,2024-10-03T03:19:14.000+0000
,,Open,10/2/2024,,2024-10-03T03:19:56.000+0000
,,Closed,10/2/2024,,2024-10-03T03:48:58.000+0000
,,Closed,10/2/2024,,2024-10-03T03:49:30.000+0000
,,Completed,10/3/2024,,2024-10-03T05:37:10.000+0000
,,Escalated,10/3/2024,,2024-10-03T05:56:13.000+0000
,,Open,10/2/2024,,2024-10-03T06:00:28.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T08:39:11.000+0000
,,Closed,10/3/2024,,2024-10-03T08:40:13.000+0000
,,Evaluation,10/3/2024,,2024-10-03T08:41:24.000+0000
,,Evaluation,10/3/2024,,2024-10-03T09:46:23.000+0000
,,Closed,10/3/2024,,2024-10-03T10:33:23.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T10:34:49.000+0000
00QV500000AfX3tMAF,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T10:38:22.000+0000
00QV500000AfXGnMAN,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T10:41:03.000+0000
,,Closed,10/3/2024,,2024-10-03T10:42:05.000+0000
,,Closed,10/3/2024,,2024-10-03T11:14:46.000+0000
,,Evaluation,10/3/2024,,2024-10-03T11:27:26.000+0000
,,Completed,10/3/2024,,2024-10-03T11:32:46.000+0000
,,In Progress,10/3/2024,,2024-10-03T11:40:06.000+0000
,,Escalated,10/3/2024,,2024-10-03T11:42:41.000+0000
,,Completed,10/3/2024,,2024-10-03T11:44:57.000+0000
00QV500000AfgGrMAJ,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T11:46:17.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T11:54:33.000+0000
00QV500000AfhxhMAB,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T11:55:54.000+0000
,,Draft,10/3/2024,,2024-10-03T11:58:51.000+0000
,,Technical Discovery,10/3/2024,,2024-10-03T11:59:16.000+0000
,,Draft,10/3/2024,,2024-10-03T11:59:24.000+0000
00QV500000AfVSBMA3,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T12:05:15.000+0000
,,Open,10/3/2024,,2024-10-03T12:07:50.000+0000
,,Open,10/3/2024,,2024-10-03T12:07:57.000+0000
,,Open,10/3/2024,,2024-10-03T12:08:00.000+0000
00QV500000AfjOPMAZ,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T12:09:59.000+0000
,,Open,10/3/2024,,2024-10-03T12:12:47.000+0000
,,Evaluation,10/3/2024,,2024-10-03T12:14:35.000+0000
00QV500000AfkcDMAR,,Suspect,10/3/2024,Linkedin Sales Navigator,2024-10-03T12:20:04.000+0000
00QV500000AfkvZMAR,,Suspect,10/3/2024,Website,2024-10-03T12:21:09.000+0000
,,Closed,10/3/2024,,2024-10-03T12:22:47.000+0000
,,Open,10/3/2024,,2024-10-03T12:28:06.000+0000
,,Closed,10/3/2024,,2024-10-03T12:34:14.000+0000
,,Escalated,10/3/2024,,2024-10-03T12:37:58.000+0000
,,Evaluation,10/3/2024,,2024-10-03T12:44:45.000+0000
,,Customer Response,10/3/2024,,2024-10-03T12:49:49.000+0000
,,Closed,10/3/2024,,2024-10-03T12:50:15.000+0000
,,Open,10/3/2024,,2024-10-03T12:50:40.000+0000
,,Open,10/3/2024,,2024-10-03T12:57:47.000+0000
,,Open,10/3/2024,,2024-10-03T13:00:45.000+0000
,003V500000CrlrXIAR,,10/3/2024,Email,2024-10-03T13:04:48.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T13:08:18.000+0000
,,Open,10/3/2024,,2024-10-03T13:09:43.000+0000
,,Closed,10/3/2024,,2024-10-03T13:11:43.000+0000
,,Customer Response,10/3/2024,,2024-10-03T13:11:45.000+0000
,,Closed,10/3/2024,,2024-10-03T13:12:29.000+0000
,,Closed,10/3/2024,,2024-10-03T13:13:39.000+0000
,,Closed,10/3/2024,,2024-10-03T13:13:52.000+0000
00QV500000AdM2wMAF,,MQL,10/3/2024,LinkedIn Ad,2024-10-03T13:14:25.000+0000
00QV500000Aemg7MAB,,MQL,10/3/2024,LinkedIn Ad,2024-10-03T13:15:51.000+0000
,,Escalated,10/3/2024,,2024-10-03T13:19:35.000+0000
,,Closed,10/3/2024,,2024-10-03T13:22:03.000+0000
,,Closed,10/3/2024,,2024-10-03T13:23:40.000+0000
,,Open,10/3/2024,,2024-10-03T13:28:41.000+0000
,,Open,10/3/2024,,2024-10-03T13:30:47.000+0000
,,Evaluation,10/3/2024,,2024-10-03T13:32:05.000+0000
,,Open,10/3/2024,,2024-10-03T13:32:33.000+0000
,,Open,10/3/2024,,2024-10-03T13:33:25.000+0000
,,Open,10/3/2024,,2024-10-03T13:38:43.000+0000
,,Customer Response,10/3/2024,,2024-10-03T13:43:02.000+0000
,,Evaluation,10/3/2024,,2024-10-03T13:43:05.000+0000
,,Escalated,10/3/2024,,2024-10-03T13:46:23.000+0000
,,Scheduled,10/3/2024,,2024-10-03T13:48:45.000+0000
,003V5000008gDibIAE,New,10/3/2024,Support Case,2024-10-03T13:52:57.000+0000
,,Customer Response,10/3/2024,,2024-10-03T13:55:17.000+0000
,,Escalated,10/3/2024,,2024-10-03T14:01:15.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T14:02:03.000+0000
,,Open,10/3/2024,,2024-10-03T14:04:42.000+0000
,,Closed,10/3/2024,,2024-10-03T14:05:16.000+0000
,,Customer Response,10/3/2024,,2024-10-03T14:08:19.000+0000
,,Open,10/3/2024,,2024-10-03T14:08:38.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T14:10:58.000+0000
,,Closed,10/3/2024,,2024-10-03T14:13:23.000+0000
,,Open,10/3/2024,,2024-10-03T14:13:40.000+0000
,,Closed,10/3/2024,,2024-10-03T14:19:28.000+0000
,,Open,10/3/2024,,2024-10-03T14:19:40.000+0000
,,Evaluation,10/3/2024,,2024-10-03T14:23:50.000+0000
,,Open,10/3/2024,,2024-10-03T14:25:31.000+0000
,,Evaluation,10/3/2024,,2024-10-03T14:28:42.000+0000
,,Open,10/3/2024,,2024-10-03T14:30:49.000+0000
,,Evaluation,10/3/2024,,2024-10-03T14:32:32.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T14:34:03.000+0000
00QV500000Aemg7MAB,,Prospect,10/3/2024,LinkedIn Ad,2024-10-03T14:36:27.000+0000
,,Open,10/3/2024,,2024-10-03T14:39:40.000+0000
,,Completed,10/3/2024,,2024-10-03T14:43:57.000+0000
,,Escalated,10/3/2024,,2024-10-03T14:46:38.000+0000
00QV500000AgFg2MAF,,Suspect,10/3/2024,Website,2024-10-03T14:49:16.000+0000
,,Open,10/3/2024,,2024-10-03T14:54:35.000+0000
,,Evaluation,10/3/2024,,2024-10-03T14:54:47.000+0000
,,Completed,10/3/2024,,2024-10-03T14:57:40.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T14:58:13.000+0000
00QV500000AgFEiMAN,,Suspect,10/3/2024,6sense SI,2024-10-03T15:01:12.000+0000
,,Open,10/3/2024,,2024-10-03T15:12:52.000+0000
,,Customer Response,10/3/2024,,2024-10-03T15:17:05.000+0000
,,Escalated,10/3/2024,,2024-10-03T15:18:25.000+0000
,,Closed,10/3/2024,,2024-10-03T15:19:08.000+0000
,,Evaluation,10/3/2024,,2024-10-03T15:19:44.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T15:22:34.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T15:22:49.000+0000
,,Closed,10/3/2024,,2024-10-03T15:23:16.000+0000
,,Closed,10/3/2024,,2024-10-03T15:23:27.000+0000
,,Closed,10/3/2024,,2024-10-03T15:23:37.000+0000
,,Closed,10/3/2024,,2024-10-03T15:23:49.000+0000
,,Closed,10/3/2024,,2024-10-03T15:23:59.000+0000
,,Closed,10/3/2024,,2024-10-03T15:24:10.000+0000
,,Closed,10/3/2024,,2024-10-03T15:24:23.000+0000
,,Open,10/3/2024,,2024-10-03T15:24:39.000+0000
,,Closed,10/3/2024,,2024-10-03T15:25:27.000+0000
,,Evaluation,10/3/2024,,2024-10-03T15:26:42.000+0000
,,Open,10/3/2024,,2024-10-03T15:26:42.000+0000
00QV500000Aemg7MAB,,Disqualified,10/3/2024,LinkedIn Ad,2024-10-03T15:27:07.000+0000
00QV500000Aemg7MAB,,Nurture,10/3/2024,LinkedIn Ad,2024-10-03T15:28:37.000+0000
,,Open,10/3/2024,,2024-10-03T15:31:49.000+0000
,,Open,10/3/2024,,2024-10-03T15:34:42.000+0000
,,Open,10/3/2024,,2024-10-03T15:39:43.000+0000
,,Evaluation,10/3/2024,,2024-10-03T15:44:48.000+0000
,,Customer Response,10/3/2024,,2024-10-03T15:49:11.000+0000
,,Evaluation,10/3/2024,,2024-10-03T15:51:27.000+0000
,,Escalated,10/3/2024,,2024-10-03T15:51:40.000+0000
,,Contract Review,10/3/2024,,2024-10-03T15:52:50.000+0000
00QV500000Aemg7MAB,,Disqualified,10/3/2024,LinkedIn Ad,2024-10-03T15:52:50.000+0000
00QV500000Aemg7MAB,,Nurture,10/3/2024,LinkedIn Ad,2024-10-03T15:52:53.000+0000
,,Open,10/3/2024,,2024-10-03T15:52:58.000+0000
00QV500000Aemg7MAB,,Disqualified,10/3/2024,LinkedIn Ad,2024-10-03T15:53:04.000+0000
,,Open,10/3/2024,,2024-10-03T15:54:44.000+0000
,,Escalated,10/3/2024,,2024-10-03T15:55:48.000+0000
,,Evaluation,10/3/2024,,2024-10-03T15:56:18.000+0000
,,Closed,10/3/2024,,2024-10-03T15:56:25.000+0000
,,Open,10/3/2024,,2024-10-03T15:58:12.000+0000
,,Closed,10/3/2024,,2024-10-03T15:58:56.000+0000
,,Open,10/3/2024,,2024-10-03T15:59:42.000+0000
,,Open,10/3/2024,,2024-10-03T16:00:35.000+0000
,,Open,10/3/2024,,2024-10-03T16:01:49.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T16:04:45.000+0000
,,Evaluation,10/3/2024,,2024-10-03T16:12:18.000+0000
,003V500000CsjPRIAZ,,10/3/2024,Sales,2024-10-03T16:22:30.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T16:25:55.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T16:26:07.000+0000
,,Customer Response,10/3/2024,,2024-10-03T16:27:50.000+0000
,,Evaluation,10/3/2024,,2024-10-03T16:28:26.000+0000
,,Closed,10/3/2024,,2024-10-03T16:29:48.000+0000
,,Customer Response,10/3/2024,,2024-10-03T16:30:39.000+0000
,,Open,10/3/2024,,2024-10-03T16:31:27.000+0000
,,Open,10/3/2024,,2024-10-03T16:31:47.000+0000
,,Contract Review,10/3/2024,,2024-10-03T16:31:52.000+0000
,,Escalated,10/3/2024,,2024-10-03T16:32:26.000+0000
,,Closed,10/3/2024,,2024-10-03T16:32:51.000+0000
,,Awaiting Customer,10/3/2024,,2024-10-03T16:33:18.000+0000
,003V500000Csh9BIAR,,10/3/2024,Email,2024-10-03T16:37:33.000+0000
,,Customer Response,10/3/2024,,2024-10-03T16:40:16.000+0000
,,Pending Customer Verification,10/3/2024,,2024-10-03T16:41:27.000+0000
,,Closed,10/3/2024,,2024-10-03T16:44:22.000+0000
,,Escalated,10/3/2024,,2024-10-03T16:44:28.000+0000
